bucket,source_platform,rank,wallet,pnl_usd_or_pump_ui,amount_hell,source_url,note
pump_person,chainlords_pump_holder,676,AtZqJ3GdL7QCYDELnUgCchJ1WY9R6mtoF1JRpT3CdSLM,13859366.831036,80709,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13859366.831036; system_wallet
pump_person,chainlords_pump_holder,677,4BZ3rng1ZbKVcYMgyaByv4srqB364DcnRkNGNwXvHtgk,13771470.218818,85680,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13771470.218818; system_wallet
pump_person,chainlords_pump_holder,678,HzupuiSjJpag5ghDFNt5zrUKWtftVDCX8nQqZYYTnU1g,13709362.991185,83284,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13709362.991185; system_wallet
pump_person,chainlords_pump_holder,679,J21o598EJ5tC4QnNe9UU1U6nVhxuwRTmVcC1AEaMoVCb,13645461.457805,74151,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13645461.457805; system_wallet
pump_person,chainlords_pump_holder,680,696969Y6orZEjp4gZtwcCZS7TNVuhMVE6G5mFvdJ4mYq,13599955.133361,79978,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13599955.133361; system_wallet
pump_person,chainlords_pump_holder,681,4EWqcx3aNZmMetCnxwLYwyNjan6XLGp3Ca2W316vrSjv,13591164.403492,77813,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13591164.403492; system_wallet
pump_person,chainlords_pump_holder,682,4aUKqsUmGUa7imRPEctnUzt1kt2eiFo9nUaCREAdxTVU,13523989.46104,82964,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13523989.46104; system_wallet
pump_person,chainlords_pump_holder,683,48g6fSb5N7NwSZwNUjZVfCjRwiXnEzEQUVpYaNWxz1Vy,13480329.162917,81261,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13480329.162917; system_wallet
pump_person,chainlords_pump_holder,684,CgB7kBwfzmximd36j317zM2EJqAK7RMBPgHzz5Th6zEh,13475435.285447,79879,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13475435.285447; system_wallet
pump_person,chainlords_pump_holder,685,3KzERBKr5FyC8DGhdjye87ix6k7u6Dpf7fwRMUeiVhTD,13441164.887327,81265,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13441164.887327; system_wallet
pump_person,chainlords_pump_holder,686,DBgdDW1kD8mJZ68qESDP528Q7xNnKfySLhRV6BQ7JDuS,13439183.925741,75999,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13439183.925741; system_wallet
pump_person,chainlords_pump_holder,687,85Pj8YfVxHzxVBdQZHsciNB9oyFMr43bVDBSXoJQ6ngj,13436921.925932,73740,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13436921.925932; system_wallet
pump_person,chainlords_pump_holder,688,4a8ASPRrKizrnMCJgw15WBNXh9XKupcD83vCKmYVhrjZ,13369181.279167,76071,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13369181.279167; system_wallet
pump_person,chainlords_pump_holder,689,2Ljg7j2euqifW65M9nrngnV7aW2DSoJieMEprDSFXNM3,13343725.948094,84837,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13343725.948094; no_account_data
pump_person,chainlords_pump_holder,690,2Yrkybr6WoKGhPZAGJtjd4uJfrpG8BGoYGWdmT6NcSKN,13271849.0,86929,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13271849; system_wallet
pump_person,chainlords_pump_holder,691,CNKhiby6pMGXARkdYoZeShCZkB5gpHxPWwZA25DCtkc2,13232361.927636,83130,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13232361.927636; system_wallet
pump_person,chainlords_pump_holder,692,6h2v54SHZ9LJqBG8NsZ4efqhYyGubDDzCsDFRNazvENe,13162184.678614,86546,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13162184.678614; system_wallet
pump_person,chainlords_pump_holder,693,Fi5CsT4KKPjbD5DaAD3vUaWvMFWQ1FvdLEH2bC8ttiMh,13147317.086132,79940,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13147317.086132; system_wallet
pump_person,chainlords_pump_holder,694,7JDAsCi8KD8wepdzn2C696jgFshfd7ovxVyU3WH8yLPZ,13143976.974402,76975,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13143976.974402; system_wallet
pump_person,chainlords_pump_holder,695,6n8AzZdr2UqWVNLrJQjJR4Znkd4TGPqaqFu2BRVtwm1F,13130880.0,72738,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13130880; system_wallet
pump_person,chainlords_pump_holder,696,9xYH2XXmha52vQeizHHiTpyqNag7UhMAJBEKSCd7g7eU,13076665.457538,87319,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13076665.457538; system_wallet
pump_person,chainlords_pump_holder,697,ALoD8TEpqXE8u9MUkrKfvMF6Tt2XuyXdgAZLRYH1i6za,13000042.653494,80539,sources/ronda2.send.ready.csv,PUMP holder pump_ui=13000042.653494; system_wallet
pump_person,chainlords_pump_holder,698,35skaGzN6PbPfeNjLA87ECGXPmmgahTK2BvgUkKpqVQA,12999999.96,80293,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12999999.96; system_wallet
pump_person,chainlords_pump_holder,699,7JHmxCuhGGUJeWWeKVrpBCSVSMWTGtVeVqmqd47HtEBk,12933520.375789,85985,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12933520.375789; system_wallet
pump_person,chainlords_pump_holder,700,HxXxMAQ4B86YdwDMcPqFZ692ZyTUsxw96kpmaMAN8DHs,12917959.695769,73627,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12917959.695769; system_wallet
pump_person,chainlords_pump_holder,701,BwpQ7Erv2vgdmHKuGNsC6m6satzt4yD4BEfXJPxGzuWW,12916336.308327,84052,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12916336.308327; system_wallet
pump_person,chainlords_pump_holder,702,J4BwyeDNQCE99rwwWsf8SyHdPXSyhGoaX6RXYA18Htug,12824161.971947,80719,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12824161.971947; system_wallet
pump_person,chainlords_pump_holder,703,BNnN2MqfWLvgThYBsv6v8JQaYZXYKYahC5YCy27Ct1cX,12762023.616228,78534,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12762023.616228; system_wallet
pump_person,chainlords_pump_holder,704,56aoiABYypcAZitrwbSxPCbfB3SFNipTxqywdRpEgQvE,12750000.0,85583,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12750000; system_wallet
pump_person,chainlords_pump_holder,705,CZs3dmeWZhCNgvXQzzTzyfEKv6utquWm3z8R5dJYBUgv,12739503.022861,73090,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12739503.022861; system_wallet
pump_person,chainlords_pump_holder,706,GyAbZzvhRBADWfHggFTnAPxFhmPWSf27kx9fs4VNuHxz,12711707.121782,85342,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12711707.121782; system_wallet
pump_person,chainlords_pump_holder,707,6xxRheYvoB4AZGMyuHe53rWbtEq55GRAkj7aDKtDBKoh,12698508.812404,85705,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12698508.812404; system_wallet
pump_person,chainlords_pump_holder,708,5waA3HZemN1ZM7vLuxX2rcBAxzdcmuexWLn7JJ3fLQfL,12626960.575003,82781,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12626960.575003; system_wallet
pump_person,chainlords_pump_holder,709,3WsZKessE1GHYLVgis27Y1ZZRnSEpgqJMfZBVASah8ew,12616953.353375,74904,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12616953.353375; system_wallet
pump_person,chainlords_pump_holder,710,755tojy2DaptkxGoZUCSEizt7ViKiPBFeRNLkmcuqCFo,12596847.50201,76931,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12596847.50201; system_wallet
pump_person,chainlords_pump_holder,711,5L8EWTQJ8rrxRbnP1XbxWS7QVVmd8BgbyoFyFSzyHbsC,12500000.0,86307,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12500000; system_wallet
pump_person,chainlords_pump_holder,712,FSTEnkCsk3X7SWiETWNkA7DS8F7Y7JpPrCzN4F5Fb3GF,12500000.0,75498,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12500000; system_wallet
pump_person,chainlords_pump_holder,713,9yXu4sPQUpY4nvDXD97pTjnMJX4YktMaAuPgbihx6kRY,12488616.843876,83524,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12488616.843876; system_wallet
pump_person,chainlords_pump_holder,714,9vvsoLr5A2UnD8HaFExsQsnrRs6jCBWfvqLS66b4PnAv,12486515.321847,80310,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12486515.321847; no_account_data
pump_person,chainlords_pump_holder,715,projjosVCPQH49d5em7VYS7fJZzaqKixqKtus7yk416,12480001.766148,84478,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12480001.766148; system_wallet
pump_person,chainlords_pump_holder,716,6KkRvL6rWeH4yfWDzVtkRLtdTQFmASbTSW3wCW6TcvXr,12478220.743244,83891,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12478220.743244; system_wallet
pump_person,chainlords_pump_holder,717,6GABbUrLNHcfPqZf21ah7nRLMo48J1prHyM5A1tLUNgx,12461701.7471,76658,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12461701.7471; system_wallet
pump_person,chainlords_pump_holder,718,DZKQhMAakH81ALFSeXxmxmWThyN2rFQfxv7vpKV5Tfsa,12441000.13,86047,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12441000.13; system_wallet
pump_person,chainlords_pump_holder,719,498bLZsjAy6vcrVpqteu5SoXa8S32hFW6NbVcYGJwVYB,12438840.100312,83054,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12438840.100312; system_wallet
pump_person,chainlords_pump_holder,720,FSpL1gdZydJrQkngWe2S4tjBToRwpisRhChXYDQEnWPL,12433686.193733,77398,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12433686.193733; system_wallet
pump_person,chainlords_pump_holder,721,9CXFCpaJSP8f9FKZsbL6YXHxoVDSzUXZ6AgoA8JzDYMe,12411048.912614,76119,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12411048.912614; system_wallet
pump_person,chainlords_pump_holder,722,3Pn1u8soFndkUgL1NaxSFuEJYppZXjBdwQzQqh83jMoX,12377904.2,80866,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12377904.2; system_wallet
pump_person,chainlords_pump_holder,723,63FPzBzZpNVvZZoX2MrbrVtdGTzU1JWXttBJmVyvqhqT,12362668.8,72245,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12362668.8; no_account_data
pump_person,chainlords_pump_holder,724,Gba48dZjUJq6GCiHRVdH6oy9WaM6MsBz4vWXdduLf5Ao,12359023.130969,74796,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12359023.130969; system_wallet
pump_person,chainlords_pump_holder,725,GhPUSazF3N4jodhn7n2gXDrTLc9cExNU8L5cqYDVMCK6,12352698.407208,77578,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12352698.407208; system_wallet
pump_person,chainlords_pump_holder,726,EzZho7okYqTqhRM5GkC8niFwrTJ7ZQz4TDgjrFqvPvLD,12343991.110601,79737,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12343991.110601; system_wallet
pump_person,chainlords_pump_holder,727,3Jo7oxzfez33WfBDePGdoxiri1KqSyy4WTRHtTbcHzuZ,12326026.921129,79221,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12326026.921129; system_wallet
pump_person,chainlords_pump_holder,728,DKtu8ydp4MDbuWadnazLJo4etbbiH2A9i4juZozD1Ker,12322110.228097,80890,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12322110.228097; system_wallet
pump_person,chainlords_pump_holder,729,3vDRacWNzTk3jKZpzbYvRmQWfEh9Bk6B5YgpeYk17BgD,12316699.694951,76063,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12316699.694951; system_wallet
pump_person,chainlords_pump_holder,730,3Sq12G6ddsXwZFAGaovGhbM9TPWFdXwSyWa44rRtEhsd,12309480.753569,77189,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12309480.753569; system_wallet
pump_person,chainlords_pump_holder,731,ARRWRw1rLsZkKeDvkBx4N6HNGJ9VB9mAoMAqgZsFuq7w,12306272.35394,83531,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12306272.35394; system_wallet
pump_person,chainlords_pump_holder,732,3TUPFNBnFa3t6FsgBNDuYgEKoe93YU9WdNQZ5KBfSAXR,12287292.586455,74845,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12287292.586455; system_wallet
pump_person,chainlords_pump_holder,733,GTqcdBivYg5tx7Xa7fB7vwjni2HunAc4GqvTscts3oGW,12275666.540757,84220,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12275666.540757; system_wallet
pump_person,chainlords_pump_holder,734,GtycvYB18XrGxEpK99igvnMBXK7bK47x65oFGwKgCgwR,12270928.661134,78262,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12270928.661134; system_wallet
pump_person,chainlords_pump_holder,735,FaBphbwEEHBhfj2hDXS3ng3sKme9P7Zwv9DPSpkJU1JM,12246866.63147,73258,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12246866.63147; system_wallet
pump_person,chainlords_pump_holder,736,AR81MZU4xFBDZANMyAFS7VFuHKFpNYriqz2SMjcMNznA,12246071.700285,81869,sources/ronda2.send.ready.csv,PUMP holder pump_ui=12246071.700285; no_account_data
